province;product_types;currency;product_group_id;product_line;value;date
LOWER SILESIA;;PLN;4.0;buckwheat groats roasted whole - per 1kg;0.0;2013-9
LOWER SILESIA;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.0;2017-8
LESSER POLAND;natural chocolate plain - per 1kg;PLN;3.0;;0.11;2009-3
LUBUSZ;;PLN;2.0;Hunter's sausage dried - per 1kg;15.26;2004-12
ŁÓDŹ;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;2.4;2007-11
SUBCARPATHIA;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;12.32;2012-6
ŁÓDŹ;;PLN;4.0;Masurian barley groats - per 1kg;0.0;2008-5
POMERANIA;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;3.25;2016-4
GREATER POLAND;natural chocolate plain - per 1kg;PLN;3.0;;12.92;2012-6
POMERANIA;;PLN;4.0;buckwheat groats roasted whole - per 1kg;0.0;2004-1
WARMIA-MASURIA;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.0;2002-6
SUBCARPATHIA;natural chocolate plain - per 1kg;PLN;3.0;;0.0;2004-9
LESSER POLAND;white table salt bagged - per 1kg;PLN;3.0;;0.46;2015-11
GREATER POLAND;;PLN;2.0;pork ham cooked - per 1kg;21.26;2015-10
WARMIA-MASURIA;;PLN;2.0;pork ham cooked - per 1kg;15.62;2004-10
WEST POMERANIA;;PLN;2.0;pork ham cooked - per 1kg;22.66;2018-5
LESSER POLAND;;PLN;2.0;barley groats sausage - per 1kg;4.98;2009-1
OPOLE;;PLN;2.0;haddock fillets frozen - per 1kg;0.0;2014-9
LOWER SILESIA;;PLN;2.0;barley groats sausage - per 1kg;5.41;2007-8
POMERANIA;;PLN;2.0;smoked bacon with ribs - per 1kg;12.0;2007-8
POLAND;;PLN;2.0;pork  meat (raw bacon) - per 1kg;8.78;2005-4
WARMIA-MASURIA;;PLN;2.0;dressed chickens - per 1kg;4.29;2005-8
LUBUSZ;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;4.1;2015-10
OPOLE;;PLN;2.0;pork ham cooked - per 1kg;17.6;2002-11
WEST POMERANIA;;PLN;2.0;pork  with bone (center-cut pork chop) - per 1kg;12.48;2002-1
HOLY CROSS;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.0;2016-4
OPOLE;;PLN;2.0;dressed chickens - per 1kg;6.92;2010-12
LESSER POLAND;;PLN;2.0;barley groats sausage - per 1kg;6.22;2019-2
SUBCARPATHIA;;PLN;2.0;dressed chickens - per 1kg;7.98;2014-9
KUYAVIA-POMERANIA;;PLN;2.0;pork ham cooked - per 1kg;18.58;2015-6
POMERANIA;;PLN;2.0;barley groats sausage - per 1kg;4.79;2006-12
HOLY CROSS;;PLN;2.0;salted herring, non-dressed - per 1kg;0.27;2003-9
PODLASKIE;;PLN;4.0;buckwheat groats roasted whole - per 1kg;3.64;2015-7
POMERANIA;;PLN;2.0;beef with bone (rump steak) - per 1kg;13.44;2005-3
MASOVIA;;PLN;2.0;pork  meat (raw bacon) - per 1kg;10.52;2009-1
LOWER SILESIA;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;4.63;2010-2
LUBLIN;;PLN;4.0;buckwheat groats roasted whole - per 1kg;3.22;2002-3
GREATER POLAND;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.29;2015-7
KUYAVIA-POMERANIA;;PLN;2.0;smoked bacon with ribs - per 1kg;14.94;2012-3
SUBCARPATHIA;;PLN;2.0;Backpacker's canned pork meat - per 300 g;2.85;2000-11
ŁÓDŹ;apple juice, boxed - per 1l;PLN;1.0;;1.66;2009-9
WARMIA-MASURIA;natural chocolate plain - per 1kg;PLN;3.0;;0.0;1999-9
SUBCARPATHIA;;PLN;2.0;haddock fillets frozen - per 1kg;0.0;2004-11
WEST POMERANIA;;PLN;2.0;fresh non-dressed carp - per 1kg;;2015-7
LUBLIN;30% tomato concentrate - per 1kg;PLN;1.0;;0.0;2018-11
PODLASKIE;natural chocolate plain - per 1kg;PLN;3.0;;0.0;2018-11
PODLASKIE;;PLN;2.0;pork  with bone (center-cut pork chop) - per 1kg;13.03;2001-2
SUBCARPATHIA;;PLN;2.0;barley groats sausage - per 1kg;7.3;2017-2
LESSER POLAND;;PLN;2.0;fresh non-dressed trout - per 1kg;;2001-8
LESSER POLAND;;PLN;4.0;bread - per 1kg;;2012-4
SUBCARPATHIA;;PLN;4.0;buckwheat groats roasted whole - per 1kg;0.0;2000-1
ŁÓDŹ;;PLN;2.0;Italian head cheese - per 1kg;7.25;2004-4
WARMIA-MASURIA;30% tomato concentrate - per 1kg;PLN;1.0;;5.46;2012-12
LUBLIN;apple juice, boxed - per 1l;PLN;1.0;;0.0;2004-3
WEST POMERANIA;white table salt bagged - per 1kg;PLN;3.0;;0.0;2000-9
LUBLIN;whole pickled cucumbers 0.9l - per 1pc.;PLN;1.0;;0.0;2010-2
PODLASKIE;;PLN;4.0;bread - per 1kg;;2001-5
WARMIA-MASURIA;;PLN;2.0;fresh non-dressed trout - per 1kg;15.93;2017-5
WEST POMERANIA;;PLN;2.0;beef with bone (rump steak) - per 1kg;31.31;2017-8
WARMIA-MASURIA;;PLN;2.0;salted herring, non-dressed - per 1kg;8.9;2016-11
MASOVIA;;PLN;4.0;Masurian barley groats - per 1kg;2.73;2017-9
OPOLE;30% tomato concentrate - per 1kg;PLN;1.0;;0.0;2017-5
MASOVIA;;PLN;4.0;Masurian barley groats - per 1kg;2.94;2018-8
OPOLE;;PLN;2.0;salted herring, non-dressed - per 1kg;0.0;2006-6
LOWER SILESIA;whole pickled cucumbers 0.9l - per 1pc.;PLN;1.0;;0.0;2009-7
KUYAVIA-POMERANIA;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.0;2008-1
SUBCARPATHIA;;PLN;2.0;smoked bacon with ribs - per 1kg;9.58;2001-11
LUBUSZ;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;9.98;2004-9
GREATER POLAND;;PLN;4.0;buckwheat groats roasted whole - per 1kg;0.0;2001-9
HOLY CROSS;30% tomato concentrate - per 1kg;PLN;1.0;;0.0;2009-4
PODLASKIE;30% tomato concentrate - per 1kg;PLN;1.0;;5.33;2006-1
HOLY CROSS;;PLN;2.0;smoked bacon with ribs - per 1kg;17.15;2018-2
HOLY CROSS;;PLN;2.0;fresh non-dressed trout - per 1kg;0.0;2006-8
SUBCARPATHIA;;PLN;2.0;smoked bacon with ribs - per 1kg;11.55;2007-11
PODLASKIE;;PLN;2.0;fresh non-dressed carp - per 1kg;;2007-9
SILESIA;natural chocolate plain - per 1kg;PLN;3.0;;18.03;2013-3
HOLY CROSS;;PLN;2.0;boneless beef (sirloin) - per 1kg;20.94;2010-1
POLAND;;PLN;2.0;Backpacker's canned pork meat - per 300 g;2.55;2013-7
ŁÓDŹ;apple juice, boxed - per 1l;PLN;1.0;;1.67;2009-4
MASOVIA;;PLN;2.0;beef with bone (rump steak) - per 1kg;24.02;2013-5
LUBLIN;;PLN;4.0;buckwheat groats roasted whole - per 1kg;2.95;2019-2
WARMIA-MASURIA;;PLN;2.0;pork ham cooked - per 1kg;19.5;2014-10
LUBUSZ;;PLN;2.0;smoked bacon with ribs - per 1kg;16.86;2014-1
WEST POMERANIA;;PLN;2.0;smoked bacon with ribs - per 1kg;14.07;2016-3
OPOLE;white table salt bagged - per 1kg;PLN;3.0;;0.0;2008-8
WEST POMERANIA;;PLN;4.0;buckwheat groats roasted whole - per 1kg;4.35;2014-10
GREATER POLAND;frozen carrot and pea mix - per 1kg;EUR;1.0;;3.83;2003-9
WEST POMERANIA;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.0;2011-6
LESSER POLAND;;PLN;2.0;Backpacker's canned pork meat - per 300 g;0.0;2013-8
POMERANIA;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.18;2005-1
POMERANIA;;PLN;4.0;bread - per 1kg;;2015-4
PODLASKIE;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.0;2007-5
LESSER POLAND;natural chocolate plain - per 1kg;PLN;3.0;;21.05;2017-3
WEST POMERANIA;white table salt bagged - per 1kg;PLN;3.0;;0.0;1999-6
LUBUSZ;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;10.89;2008-4
GREATER POLAND;;PLN;4.0;buckwheat groats roasted whole - per 1kg;1.01;2011-7
LUBUSZ;30% tomato concentrate - per 1kg;PLN;1.0;;0.0;2018-8
LOWER SILESIA;;PLN;2.0;Hunter's sausage dried - per 1kg;17.1;2004-4
KUYAVIA-POMERANIA;frozen carrot and pea mix - per 1kg;EUR;1.0;;3.64;2011-10
LUBUSZ;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.0;2009-9
KUYAVIA-POMERANIA;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;2.82;2008-8
PODLASKIE;;PLN;2.0;Italian head cheese - per 1kg;6.98;2000-7
MASOVIA;;PLN;2.0;pork  with bone (center-cut pork chop) - per 1kg;12.63;2010-4
KUYAVIA-POMERANIA;;PLN;2.0;pork belly cooked - per 1kg;13.64;2007-5
SUBCARPATHIA;beet sugar white, bagged - per 1kg;PLN;3.0;;1.16;2008-9
LUBUSZ;;PLN;2.0;Backpacker's canned pork meat - per 300 g;0.0;2008-4
MASOVIA;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;10.14;2012-4
PODLASKIE;;PLN;2.0;fresh non-dressed carp - per 1kg;;2005-6
SUBCARPATHIA;;PLN;4.0;Masurian barley groats - per 1kg;0.0;2003-5
WARMIA-MASURIA;;PLN;2.0;smoked bacon with ribs - per 1kg;20.43;2019-5
SILESIA;;PLN;2.0;barley groats sausage - per 1kg;4.95;2004-10
WEST POMERANIA;;PLN;2.0;boneless beef (sirloin) - per 1kg;29.01;2015-5
MASOVIA;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.3;2000-9
SUBCARPATHIA;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;3.01;2009-7
PODLASKIE;;PLN;4.0;Masurian barley groats - per 1kg;1.88;2015-3
LUBLIN;;PLN;2.0;pork ham cooked - per 1kg;17.9;2017-12
KUYAVIA-POMERANIA;beet sugar white, bagged - per 1kg;PLN;3.0;;2.03;2002-8
HOLY CROSS;;PLN;2.0;fresh non-dressed carp - per 1kg;0.0;2000-9
WEST POMERANIA;;PLN;4.0;buckwheat groats roasted whole - per 1kg;6.15;2012-12
LOWER SILESIA;;PLN;4.0;buckwheat groats roasted whole - per 1kg;0.0;2000-5
WEST POMERANIA;30% tomato concentrate - per 1kg;PLN;1.0;;0.0;2015-9
POMERANIA;;PLN;4.0;bread - per 1kg;;2004-9
HOLY CROSS;;PLN;2.0;Hunter's sausage dried - per 1kg;0.0;2013-7
ŁÓDŹ;beet sugar white, bagged - per 1kg;PLN;3.0;;0.0;2016-10
MASOVIA;;PLN;2.0;fresh non-dressed carp - per 1kg;;2018-5
MASOVIA;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.29;2000-8
WARMIA-MASURIA;white table salt bagged - per 1kg;PLN;3.0;;0.0;2012-3
PODLASKIE;whole pickled cucumbers 0.9l - per 1pc.;PLN;1.0;;2.89;2007-9
WEST POMERANIA;;PLN;2.0;pork  meat (raw bacon) - per 1kg;12.19;2011-8
OPOLE;;PLN;2.0;beef with bone (rump steak) - per 1kg;25.81;2013-11
LUBLIN;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;;1999-10
LESSER POLAND;30% tomato concentrate - per 1kg;PLN;1.0;;0.0;2003-4
OPOLE;;PLN;4.0;buckwheat groats roasted whole - per 1kg;0.0;2002-8
POLAND;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.21;2006-12
MASOVIA;;PLN;4.0;Masurian barley groats - per 1kg;0.0;2002-6
LESSER POLAND;;PLN;4.0;Masurian barley groats - per 1kg;1.44;2009-3
SUBCARPATHIA;;PLN;4.0;buckwheat groats roasted whole - per 1kg;0.0;1999-9
ŁÓDŹ;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;11.33;2012-6
KUYAVIA-POMERANIA;;PLN;4.0;bread - per 1kg;;2006-5
LUBLIN;;PLN;2.0;salted herring, non-dressed - per 1kg;10.36;2018-12
LUBUSZ;;PLN;2.0;Italian head cheese - per 1kg;7.06;2001-3
WARMIA-MASURIA;;PLN;2.0;haddock fillets frozen - per 1kg;15.4;2019-12
LUBLIN;;PLN;2.0;haddock fillets frozen - per 1kg;7.22;2019-4
LUBUSZ;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;8.94;2002-3
LOWER SILESIA;;PLN;4.0;bread - per 1kg;;2014-1
POLAND;;PLN;2.0;fresh non-dressed trout - per 1kg;13.24;2012-12
POMERANIA;natural chocolate plain - per 1kg;PLN;3.0;;24.27;2015-2
HOLY CROSS;;PLN;2.0;dressed chickens - per 1kg;4.83;2003-3
MASOVIA;beet sugar white, bagged - per 1kg;PLN;3.0;;2.74;2012-2
LUBLIN;;PLN;2.0;Hunter's sausage dried - per 1kg;20.35;2012-11
SILESIA;;PLN;2.0;salted herring, non-dressed - per 1kg;6.97;2010-10
WARMIA-MASURIA;;PLN;4.0;Masurian barley groats - per 1kg;0.0;2018-9
LESSER POLAND;;PLN;2.0;pork  with bone (center-cut pork chop) - per 1kg;15.34;2012-8
SUBCARPATHIA;;PLN;4.0;buckwheat groats roasted whole - per 1kg;0.0;2007-1
HOLY CROSS;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;3.75;2018-1
OPOLE;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;13.69;2018-3
OPOLE;;PLN;2.0;barley groats sausage - per 1kg;5.38;2007-8
PODLASKIE;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.25;2019-12
GREATER POLAND;;PLN;2.0;Hunter's sausage dried - per 1kg;18.07;2005-12
SUBCARPATHIA;beet sugar white, bagged - per 1kg;PLN;3.0;;0.0;2011-3
LOWER SILESIA;;PLN;2.0;smoked bacon with ribs - per 1kg;10.71;2007-1
SUBCARPATHIA;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.0;2017-3
KUYAVIA-POMERANIA;natural chocolate plain - per 1kg;PLN;3.0;;14.96;2017-10
ŁÓDŹ;;PLN;2.0;dressed chickens - per 1kg;6.43;2012-2
GREATER POLAND;beet sugar white, bagged - per 1kg;PLN;3.0;;1.81;2004-12
LUBLIN;;PLN;2.0;salted herring, non-dressed - per 1kg;0.0;2000-12
LESSER POLAND;;PLN;2.0;Italian head cheese - per 1kg;4.95;2004-11
POLAND;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;4.41;2019-11
PODLASKIE;;PLN;4.0;bread - per 1kg;;2012-12
ŁÓDŹ;;PLN;4.0;bread - per 1kg;;2008-2
PODLASKIE;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.0;2012-2
LUBUSZ;beet sugar white, bagged - per 1kg;PLN;3.0;;0.0;2014-9
LESSER POLAND;;PLN;4.0;bread - per 1kg;;2008-5
POMERANIA;;PLN;4.0;buckwheat groats roasted whole - per 1kg;4.58;2018-2
SUBCARPATHIA;;PLN;2.0;Italian head cheese - per 1kg;6.58;2004-6
KUYAVIA-POMERANIA;;PLN;2.0;Backpacker's canned pork meat - per 300 g;0.0;2013-8
GREATER POLAND;;PLN;4.0;bread - per 1kg;;2008-3
LESSER POLAND;;PLN;4.0;bread - per 1kg;;2002-9
WEST POMERANIA;;PLN;2.0;pork belly cooked - per 1kg;16.81;2008-8
PODLASKIE;;PLN;2.0;haddock fillets frozen - per 1kg;0.0;2009-7
WEST POMERANIA;;PLN;2.0;pork  with bone (center-cut pork chop) - per 1kg;14.97;2019-9
SILESIA;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;2.6;2000-11
LESSER POLAND;;PLN;2.0;pork  with bone (center-cut pork chop) - per 1kg;12.99;2010-4
SILESIA;whole pickled cucumbers 0.9l - per 1pc.;PLN;1.0;;2.35;2002-9
GREATER POLAND;;PLN;2.0;pork  with bone (center-cut pork chop) - per 1kg;11.81;2001-9
MASOVIA;;PLN;4.0;buckwheat groats roasted whole - per 1kg;0.0;2001-2
OPOLE;;PLN;2.0;dressed chickens - per 1kg;0.0;2000-7
LOWER SILESIA;30% tomato concentrate - per 1kg;PLN;1.0;;0.0;2004-3
MASOVIA;frozen carrot and pea mix - per 1kg;EUR;1.0;;3.71;2016-10
LUBLIN;natural chocolate plain - per 1kg;PLN;3.0;;0.0;2017-8
POMERANIA;;PLN;2.0;fresh non-dressed carp - per 1kg;8.78;2000-8
OPOLE;;PLN;2.0;pork  meat (raw bacon) - per 1kg;13.3;2013-2
POMERANIA;;PLN;2.0;boneless beef (sirloin) - per 1kg;32.05;2017-12
ŁÓDŹ;;PLN;2.0;pork belly cooked - per 1kg;16.79;2014-8
LESSER POLAND;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.0;1999-12
SILESIA;;PLN;2.0;Backpacker's canned pork meat - per 300 g;0.0;2013-9
SILESIA;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;2.35;2000-12
POMERANIA;;PLN;2.0;dressed chickens - per 1kg;4.82;1999-7
SILESIA;;PLN;4.0;Masurian barley groats - per 1kg;0.0;2018-12
WARMIA-MASURIA;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.0;2018-2
POLAND;;PLN;2.0;boneless beef (sirloin) - per 1kg;23.77;2010-2
HOLY CROSS;;PLN;2.0;pork ham cooked - per 1kg;16.77;2005-5
SILESIA;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.0;2009-11
GREATER POLAND;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;3.42;2001-10
GREATER POLAND;;PLN;2.0;Hunter's sausage dried - per 1kg;21.58;2016-10
GREATER POLAND;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;9.81;2014-8
POMERANIA;;PLN;2.0;fresh non-dressed carp - per 1kg;;2004-3
LUBLIN;;PLN;4.0;Masurian barley groats - per 1kg;1.34;2006-7
GREATER POLAND;;PLN;4.0;buckwheat groats roasted whole - per 1kg;0.0;2002-11
SUBCARPATHIA;;PLN;2.0;Backpacker's canned pork meat - per 300 g;2.5;1999-8
LESSER POLAND;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;3.22;2010-4
MASOVIA;;PLN;2.0;Italian head cheese - per 1kg;6.41;2004-9
ŁÓDŹ;;PLN;2.0;fresh non-dressed trout - per 1kg;0.0;2009-2
PODLASKIE;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.0;2002-1
ŁÓDŹ;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;1.04;2007-7
LUBUSZ;;PLN;4.0;bread - per 1kg;;2007-12
POMERANIA;;PLN;4.0;buckwheat groats roasted whole - per 1kg;5.1;2015-2
WEST POMERANIA;frozen carrot and pea mix - per 1kg;EUR;1.0;;0.0;2015-9
OPOLE;apple juice, boxed - per 1l;PLN;1.0;;0.0;2009-5
SILESIA;natural chocolate plain - per 1kg;PLN;3.0;;17.61;2013-2
ŁÓDŹ;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.76;2002-10
GREATER POLAND;white table salt bagged - per 1kg;PLN;3.0;;0.0;2015-12
GREATER POLAND;;PLN;2.0;dressed chickens - per 1kg;6.79;2016-5
HOLY CROSS;;PLN;4.0;Masurian barley groats - per 1kg;1.69;2008-3
WEST POMERANIA;natural chocolate plain - per 1kg;PLN;3.0;;0.0;2008-2
SILESIA;;PLN;2.0;Hunter's sausage dried - per 1kg;16.29;2000-9
GREATER POLAND;;PLN;2.0;pork ham cooked - per 1kg;16.74;2001-4
KUYAVIA-POMERANIA;apple juice, boxed - per 1l;PLN;1.0;;0.0;2010-7
HOLY CROSS;;PLN;4.0;buckwheat groats roasted whole - per 1kg;0.71;2019-12
SILESIA;;PLN;4.0;bread - per 1kg;;2013-8
OPOLE;30% tomato concentrate - per 1kg;PLN;1.0;;0.0;2003-12
MASOVIA;;PLN;2.0;haddock fillets frozen - per 1kg;0.0;1999-6
LUBUSZ;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;3.6;2013-6
PODLASKIE;;PLN;2.0;Backpacker's canned pork meat - per 300 g;3.52;2008-3
LUBUSZ;;PLN;2.0;Hunter's sausage dried - per 1kg;17.91;2001-6
KUYAVIA-POMERANIA;apple juice, boxed - per 1l;PLN;1.0;;0.0;2016-9
WARMIA-MASURIA;whole pickled cucumbers 0.9l - per 1pc.;PLN;1.0;;0.0;2005-9
POMERANIA;;PLN;2.0;barley groats sausage - per 1kg;3.73;2003-1
ŁÓDŹ;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.15;2005-10
LUBLIN;;PLN;2.0;Backpacker's canned pork meat - per 300 g;0.0;2015-5
POLAND;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;8.03;2003-2
SUBCARPATHIA;30% tomato concentrate - per 1kg;PLN;1.0;;8.12;2007-5
POLAND;natural chocolate plain - per 1kg;PLN;3.0;;14.63;2001-12
HOLY CROSS;natural chocolate plain - per 1kg;PLN;3.0;;0.0;2018-3
POMERANIA;;PLN;2.0;pork ham cooked - per 1kg;16.01;2000-1
MASOVIA;;PLN;2.0;pork belly cooked - per 1kg;18.99;2014-7
LUBUSZ;natural chocolate plain - per 1kg;PLN;3.0;;0.0;2007-7
POLAND;;PLN;2.0;fresh non-dressed trout - per 1kg;14.74;2019-9
HOLY CROSS;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;12.02;2012-12
OPOLE;;PLN;4.0;buckwheat groats roasted whole - per 1kg;0.0;2009-11
POLAND;whole pickled cucumbers 0.9l - per 1pc.;PLN;1.0;;2.68;2012-2
SILESIA;30% tomato concentrate - per 1kg;PLN;1.0;;4.96;2010-11
LUBLIN;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.0;2003-6
MASOVIA;;PLN;2.0;Backpacker's canned pork meat - per 300 g;2.72;2014-12
KUYAVIA-POMERANIA;;PLN;2.0;dressed chickens - per 1kg;5.1;1999-11
PODLASKIE;whole pickled cucumbers 0.9l - per 1pc.;PLN;1.0;;2.95;2006-2
POLAND;;PLN;2.0;Backpacker's canned pork meat - per 300 g;2.36;2007-5
LUBUSZ;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.13;2019-9
LUBUSZ;;PLN;2.0;pork  meat (raw bacon) - per 1kg;13.14;2014-12
LOWER SILESIA;;PLN;4.0;Masurian barley groats - per 1kg;0.0;2007-5
LESSER POLAND;;PLN;4.0;bread - per 1kg;;2002-1
MASOVIA;;PLN;2.0;pork  with bone (center-cut pork chop) - per 1kg;13.84;2011-2
HOLY CROSS;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;11.56;2013-4
GREATER POLAND;;PLN;2.0;fresh non-dressed trout - per 1kg;9.23;2006-5
LUBUSZ;;PLN;2.0;Backpacker's canned pork meat - per 300 g;0.0;2003-8
MASOVIA;;PLN;2.0;dressed chickens - per 1kg;5.95;2018-10
POMERANIA;whole pickled cucumbers 0.9l - per 1pc.;PLN;1.0;;5.87;2015-4
HOLY CROSS;30% tomato concentrate - per 1kg;PLN;1.0;;0.0;2010-7
SILESIA;white table salt bagged - per 1kg;PLN;3.0;;0.28;2005-12
WARMIA-MASURIA;;PLN;2.0;pork  meat (raw bacon) - per 1kg;7.21;1999-8
WEST POMERANIA;;PLN;2.0;haddock fillets frozen - per 1kg;15.24;2011-1
HOLY CROSS;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.59;2001-6
WARMIA-MASURIA;;PLN;4.0;bread - per 1kg;;2009-12
POLAND;frozen carrot and pea mix - per 1kg;EUR;1.0;;3.58;2018-2
POMERANIA;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;1.3;2011-7
LESSER POLAND;;PLN;2.0;beef with bone (rump steak) - per 1kg;15.3;2006-6
POLAND;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.84;2006-4
ŁÓDŹ;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;3.06;2014-12
PODLASKIE;;PLN;2.0;smoked bacon with ribs - per 1kg;17.91;2018-2
LUBLIN;;PLN;4.0;buckwheat groats roasted whole - per 1kg;3.41;2002-11
POMERANIA;whole pickled cucumbers 0.9l - per 1pc.;PLN;1.0;;1.89;1999-9
KUYAVIA-POMERANIA;;PLN;4.0;Masurian barley groats - per 1kg;1.2;2004-9
SILESIA;natural chocolate plain - per 1kg;PLN;3.0;;16.28;2017-12
LUBLIN;;PLN;4.0;bread - per 1kg;;2004-3
PODLASKIE;;PLN;2.0;pork  meat (raw bacon) - per 1kg;8.19;2002-1
WEST POMERANIA;30% tomato concentrate - per 1kg;PLN;1.0;;0.0;2006-1
OPOLE;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.0;2010-2
KUYAVIA-POMERANIA;;PLN;2.0;barley groats sausage - per 1kg;7.14;2016-4
WARMIA-MASURIA;;PLN;2.0;smoked bacon with ribs - per 1kg;15.88;2012-1
MASOVIA;;PLN;2.0;pork belly cooked - per 1kg;18.88;2016-9
LESSER POLAND;;PLN;2.0;beef with bone (rump steak) - per 1kg;8.83;1999-10
LUBLIN;;PLN;4.0;Masurian barley groats - per 1kg;1.23;2006-9
MASOVIA;beet sugar white, bagged - per 1kg;PLN;3.0;;2.53;2010-12
WARMIA-MASURIA;apple juice, boxed - per 1l;PLN;1.0;;0.0;2012-7
PODLASKIE;;PLN;4.0;Masurian barley groats - per 1kg;1.1;2009-5
LUBUSZ;;PLN;4.0;bread - per 1kg;;2016-3
HOLY CROSS;natural chocolate plain - per 1kg;PLN;3.0;;0.0;2008-2
WARMIA-MASURIA;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;3.93;2015-9
PODLASKIE;;PLN;2.0;pork belly cooked - per 1kg;15.47;2009-9
POMERANIA;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;4.61;2019-6
LOWER SILESIA;;PLN;2.0;fresh non-dressed carp - per 1kg;;2008-5
LUBUSZ;beet sugar white, bagged - per 1kg;PLN;3.0;;2.13;2002-10
POLAND;30% tomato concentrate - per 1kg;PLN;1.0;;8.08;2004-1
HOLY CROSS;white table salt bagged - per 1kg;PLN;3.0;;0.0;2005-4
WEST POMERANIA;;PLN;2.0;smoked bacon with ribs - per 1kg;14.09;2013-2
WARMIA-MASURIA;;PLN;2.0;Italian head cheese - per 1kg;8.89;2016-1
SILESIA;;PLN;2.0;pork ham cooked - per 1kg;16.07;2005-3
WEST POMERANIA;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;1.15;2018-7
SILESIA;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;5.3;2016-2
LUBLIN;;PLN;2.0;salted herring, non-dressed - per 1kg;0.0;2007-9
HOLY CROSS;;PLN;2.0;fresh non-dressed trout - per 1kg;0.0;2014-3
PODLASKIE;;PLN;2.0;smoked bacon with ribs - per 1kg;13.13;2007-6
LESSER POLAND;;PLN;4.0;buckwheat groats roasted whole - per 1kg;0.0;2018-6
ŁÓDŹ;beet sugar white, bagged - per 1kg;PLN;3.0;;2.58;2003-9
WARMIA-MASURIA;;PLN;2.0;pork  meat (raw bacon) - per 1kg;9.08;2007-11
LUBLIN;;PLN;2.0;smoked bacon with ribs - per 1kg;8.77;2004-1
PODLASKIE;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;8.65;1999-10
MASOVIA;;PLN;2.0;pork ham cooked - per 1kg;18.59;2013-7
POLAND;;PLN;2.0;pork ham cooked - per 1kg;20.67;2016-6
ŁÓDŹ;frozen carrot and pea mix - per 1kg;EUR;1.0;;2.85;2005-12
ŁÓDŹ;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;9.33;2001-8
